age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,sex,race,c_charge_degree,two_year_recid
40,0,9,0,0,13,1.0,Male,African-American,F,0
27,0,6,0,0,2,40.0,Female,African-American,F,0
29,0,2,0,0,1,0.0,Male,African-American,M,1
54,0,2,0,0,1,95.0,Female,Caucasian,F,0
28,0,3,0,0,0,0.0,Male,African-American,F,1
32,0,2,0,0,0,0.0,Male,Other,M,0
57,0,1,0,0,0,2.0,Male,Caucasian,F,0
33,0,7,0,0,5,1.0,Female,African-American,F,0
41,0,2,0,0,8,1.0,Male,African-American,F,1
29,0,6,0,0,1,1.0,Male,African-American,M,1
24,1,10,0,0,10,0.0,Male,African-American,F,1
21,0,9,0,0,0,2.0,Male,Caucasian,F,1
24,0,2,0,0,0,1.0,Male,Other,F,0
34,0,2,0,0,2,1.0,Male,African-American,M,0
50,0,2,0,0,8,14.0,Male,Caucasian,F,0
22,0,6,0,1,0,1.0,Male,Caucasian,M,1
51,0,8,0,0,2,36.0,Female,Caucasian,F,1
19,0,4,0,0,1,1.0,Female,African-American,F,1
56,0,3,0,0,8,106.0,Male,African-American,F,0
24,0,8,0,0,0,1.0,Female,Caucasian,F,0
70,0,1,0,0,0,1.0,Female,Other,F,0
30,0,4,0,0,3,1.0,Female,African-American,F,0
22,0,4,0,0,0,1.0,Male,African-American,F,1
39,0,9,4,0,10,2994.0,Male,African-American,M,0
52,0,9,0,0,7,5450.0,Male,African-American,F,1
57,0,8,0,0,2,812.0,Male,African-American,F,0
27,0,2,0,0,0,1.0,Male,African-American,M,1
27,0,1,0,0,1,2.0,Male,African-American,F,0
25,0,5,0,0,2,1.0,Male,Caucasian,F,0
26,0,4,0,0,1,2.0,Female,Caucasian,M,0
62,0,4,0,0,8,1.0,Male,African-American,F,0
41,0,2,0,0,1,1.0,Male,Caucasian,F,1
24,0,4,0,0,4,3.0,Male,African-American,F,1
23,0,9,1,0,2,1.0,Male,Hispanic,F,0
25,0,7,0,1,6,1.0,Male,African-American,M,1
41,0,4,0,0,3,1.0,Male,African-American,F,1
44,0,6,0,0,6,1.0,Female,African-American,F,0
24,0,8,0,0,3,1.0,Male,Caucasian,F,1
26,0,7,0,0,2,0.0,Male,African-American,M,0
31,0,3,0,0,0,1.0,Female,African-American,F,1
32,0,8,0,0,4,1.0,Male,African-American,F,1
33,0,8,0,0,0,1.0,Male,African-American,M,1
42,0,1,0,0,1,10.0,Female,African-American,F,0
32,0,2,0,0,2,1.0,Male,African-American,M,0
35,0,2,0,0,0,1.0,Male,Caucasian,M,0
63,0,1,0,0,1,1.0,Male,African-American,F,0
29,0,7,0,0,5,1.0,Male,African-American,F,1
24,0,7,0,0,2,1.0,Male,African-American,F,1
30,0,4,0,0,3,1.0,Male,Caucasian,F,1
34,0,3,0,0,1,5.0,Female,Hispanic,M,0
23,0,4,0,0,6,245.0,Male,African-American,F,1
25,0,5,0,0,0,1.0,Female,African-American,M,0
24,0,6,0,0,0,1.0,Male,African-American,M,1
28,0,6,0,0,11,1.0,Male,African-American,F,1
48,0,5,0,0,12,0.0,Male,Other,F,0
34,0,2,0,0,2,1.0,Male,Caucasian,M,0
42,0,1,0,0,0,0.0,Male,Hispanic,M,0
32,0,3,0,0,2,677.0,Male,African-American,F,0
36,0,3,0,0,7,1.0,Female,African-American,F,1
28,0,2,0,0,0,1.0,Male,African-American,F,0
23,0,3,0,0,1,5.0,Male,Hispanic,M,0
23,0,9,1,1,8,0.0,Male,African-American,F,1
43,0,1,0,0,0,2.0,Female,Caucasian,M,0
46,0,3,0,0,2,1.0,Male,Other,F,0
30,0,4,0,0,4,25.0,Male,Caucasian,F,0
31,1,6,0,0,2,1.0,Male,Caucasian,M,1
25,0,9,0,0,1,1599.0,Female,African-American,M,0
41,0,5,0,0,1,0.0,Male,Caucasian,F,0
24,0,5,0,0,0,1.0,Male,Caucasian,M,1
63,0,9,0,0,16,910.0,Male,African-American,M,0
23,0,8,0,0,1,1.0,Male,African-American,F,0
39,0,1,0,0,0,1.0,Female,Caucasian,M,0
26,0,2,0,0,1,1.0,Male,African-American,F,0
20,0,6,0,0,0,1.0,Female,Caucasian,M,1
37,0,5,0,0,5,1.0,Male,African-American,M,1
27,0,6,0,0,5,1.0,Female,Other,F,1
41,0,2,0,0,1,5185.0,Male,African-American,M,0
52,0,3,0,0,0,1.0,Female,Caucasian,M,0
28,1,10,1,0,5,1.0,Male,African-American,F,0
35,2,8,0,0,9,1.0,Female,African-American,F,0
28,0,7,0,0,1,1.0,Male,Caucasian,F,1
26,0,10,0,0,7,1.0,Male,African-American,F,1
23,0,4,0,0,0,1.0,Female,African-American,M,0
38,0,1,0,0,1,1.0,Male,Hispanic,F,0
24,0,9,0,0,0,1.0,Male,African-American,M,1
51,0,1,0,0,2,64.0,Male,Caucasian,F,1
22,0,9,0,0,3,1.0,Male,African-American,F,0
24,0,4,0,0,1,298.0,Male,African-American,F,0
30,0,3,0,0,1,1.0,Male,Caucasian,F,1
55,0,1,0,0,2,1.0,Male,Caucasian,F,0
20,0,3,0,0,0,5.0,Male,African-American,F,0
36,0,3,0,0,2,1.0,Male,Other,M,1
25,0,4,0,0,1,24.0,Male,African-American,F,1
33,0,6,0,0,3,1.0,Male,African-American,F,1
29,0,4,0,0,0,1.0,Female,Caucasian,F,0
57,0,1,0,0,0,1.0,Male,Other,F,0
37,0,5,0,0,0,0.0,Female,African-American,F,0
33,0,2,0,0,0,2.0,Female,Hispanic,F,0
27,0,2,0,0,2,334.0,Male,African-American,M,0
24,0,3,0,1,1,1.0,Male,African-American,F,1
42,0,10,0,0,17,1.0,Male,African-American,F,1
32,0,9,3,0,19,1.0,Male,African-American,F,1
24,0,4,0,0,2,1.0,Female,Other,F,1
35,0,10,0,0,22,0.0,Male,African-American,F,1
32,0,1,0,0,3,1.0,Male,African-American,F,1
32,0,4,0,0,2,27.0,Male,Caucasian,F,1
34,0,9,0,0,16,1.0,Male,African-American,F,1
20,0,4,0,0,0,1.0,Female,African-American,M,1
25,0,2,0,0,1,0.0,Male,African-American,M,0
51,0,1,0,0,0,2.0,Female,Caucasian,F,0
28,0,4,0,0,4,1.0,Male,Caucasian,F,1
43,0,1,0,0,0,1.0,Male,Hispanic,M,0
43,0,9,0,0,5,1.0,Male,African-American,F,0
39,0,1,1,0,3,329.0,Male,Caucasian,M,1
60,0,1,0,0,0,1.0,Female,Caucasian,F,1
28,0,4,0,0,3,1.0,Female,African-American,F,1
22,0,2,0,0,0,1.0,Male,Other,F,1
27,0,5,0,0,2,1.0,Male,African-American,M,1
38,0,1,0,0,0,0.0,Male,Hispanic,M,0
29,0,7,0,0,2,1.0,Female,Caucasian,F,1
41,0,3,0,0,7,2.0,Male,African-American,M,0
23,0,4,0,1,3,1.0,Male,Caucasian,F,1
23,0,2,0,0,0,1.0,Male,African-American,F,0
24,0,6,0,0,3,1.0,Male,Hispanic,F,1
20,0,6,0,1,0,1.0,Male,Caucasian,F,1
33,0,3,0,0,2,1.0,Female,African-American,F,1
51,0,8,0,0,15,1.0,Male,African-American,F,1
55,0,2,0,0,18,47.0,Male,Caucasian,F,1
24,0,2,0,0,0,1.0,Female,African-American,M,0
20,0,8,0,0,0,1.0,Male,African-American,F,1
38,0,5,0,0,0,1.0,Male,African-American,F,0
38,0,1,0,0,1,23.0,Female,Caucasian,M,0
32,0,1,0,0,1,0.0,Male,Caucasian,F,1
52,0,9,0,0,16,5.0,Male,Caucasian,F,1
31,0,10,0,0,13,0.0,Male,Caucasian,F,1
46,0,1,0,0,1,30.0,Female,Caucasian,F,0
28,0,3,0,0,1,1.0,Female,Hispanic,F,1
42,0,1,0,0,0,0.0,Male,Caucasian,M,0
28,0,7,0,0,7,1.0,Male,African-American,M,0
58,0,2,0,0,5,1.0,Male,Caucasian,M,0
45,0,9,0,0,0,1.0,Female,Caucasian,F,1
31,0,3,0,0,3,1.0,Male,Hispanic,F,0
59,0,1,0,0,2,1.0,Male,African-American,M,0
49,0,1,0,0,0,1.0,Male,Caucasian,F,0
27,0,3,0,0,8,1.0,Male,African-American,F,1
42,0,2,0,0,1,17.0,Male,African-American,M,1
47,0,4,0,0,11,104.0,Male,Caucasian,F,0
59,0,1,0,0,0,1.0,Female,Caucasian,M,0
28,0,7,0,0,5,183.0,Male,Caucasian,M,0
22,0,6,1,0,1,1241.0,Male,African-American,M,0
22,0,7,1,0,3,11.0,Male,African-American,F,1
48,0,2,0,0,1,0.0,Male,Caucasian,F,0
49,0,2,0,0,4,1.0,Male,African-American,M,0
25,0,5,0,0,2,13.0,Male,Caucasian,M,1
46,0,7,0,0,0,1.0,Male,African-American,F,0
38,0,4,0,0,2,2.0,Male,African-American,M,1
29,0,2,0,0,0,0.0,Male,African-American,F,0
49,0,1,0,0,0,1.0,Male,Caucasian,F,0
37,0,9,0,0,2,0.0,Male,African-American,F,0
22,0,5,0,0,1,28.0,Female,African-American,F,0
43,0,2,0,0,4,0.0,Male,Caucasian,M,0
39,0,8,0,0,13,1.0,Male,African-American,F,1
56,0,1,0,0,5,238.0,Male,Caucasian,F,0
55,0,4,0,0,6,192.0,Female,Caucasian,F,0
49,0,8,0,0,4,8.0,Male,Caucasian,M,0
52,0,1,0,0,1,28.0,Female,African-American,F,0
21,0,5,0,0,1,31.0,Male,African-American,F,1
35,1,9,0,0,13,188.0,Male,African-American,F,1
39,0,4,0,0,5,60.0,Male,Caucasian,M,0
36,0,1,0,0,0,1.0,Male,Caucasian,M,0
66,0,1,0,0,0,1.0,Male,Caucasian,F,0
27,0,2,0,0,1,1.0,Male,Other,F,1
36,0,6,0,0,4,10.0,Female,Caucasian,M,1
42,0,6,0,0,9,0.0,Male,African-American,F,1
49,0,1,0,0,1,0.0,Male,Caucasian,M,0
53,0,1,0,0,0,0.0,Male,Caucasian,F,0
56,0,1,0,0,0,1.0,Male,Caucasian,F,0
34,0,5,0,0,0,0.0,Male,Caucasian,F,0
56,0,1,0,0,1,1.0,Male,Caucasian,M,0
25,0,6,0,0,1,1.0,Male,Caucasian,F,0
50,0,2,0,0,7,1.0,Male,African-American,F,0
41,0,2,0,0,1,0.0,Female,Caucasian,M,0
29,0,10,0,2,14,0.0,Male,Caucasian,F,1
36,0,8,0,0,19,217.0,Male,African-American,M,1
30,0,5,0,0,1,1.0,Male,Caucasian,F,0
29,0,4,0,0,0,1.0,Female,African-American,F,0
57,0,5,0,0,1,1.0,Male,African-American,F,1
52,0,3,0,0,4,1.0,Male,Caucasian,M,0
27,0,5,0,0,0,1.0,Male,African-American,F,0
25,0,4,0,0,2,63.0,Male,Caucasian,F,0
19,0,10,0,1,1,1.0,Male,Caucasian,F,1
33,2,10,0,0,8,49.0,Male,African-American,F,1
33,0,1,0,0,0,1.0,Male,Asian,M,0
22,0,9,1,0,3,2.0,Female,African-American,M,0
24,0,6,0,0,2,0.0,Female,African-American,M,0
31,5,9,0,0,10,1.0,Male,African-American,F,1
42,0,1,0,0,0,1.0,Female,Other,F,0
25,0,10,0,0,3,1.0,Male,African-American,F,0
27,0,5,0,0,0,1.0,Male,Other,M,0
28,0,1,0,0,1,0.0,Male,African-American,F,1
46,0,3,0,0,14,1.0,Male,Caucasian,F,1
25,0,3,0,0,0,1.0,Male,African-American,M,0
22,0,4,0,0,0,1.0,Male,African-American,F,0
59,0,9,0,0,9,1.0,Male,African-American,F,1
42,0,10,0,0,0,0.0,Male,African-American,F,1
38,0,1,0,0,0,1.0,Female,Caucasian,F,0
22,0,4,0,0,2,1.0,Male,African-American,M,1
26,0,5,0,0,2,1.0,Male,African-American,F,1
21,4,7,0,0,4,68.0,Male,African-American,F,1
69,0,6,0,0,3,315.0,Male,African-American,F,0
20,0,10,1,0,2,1.0,Male,Asian,F,1
36,0,1,0,0,2,1.0,Male,African-American,F,1
23,0,2,0,0,0,1.0,Female,African-American,F,0
60,0,3,0,0,13,13.0,Male,African-American,F,0
60,0,1,0,0,1,1.0,Male,African-American,F,0
23,0,9,0,0,6,0.0,Male,Caucasian,F,1
39,0,1,0,0,0,5.0,Male,Hispanic,F,0
36,0,3,0,0,0,1.0,Male,African-American,M,1
33,0,4,0,0,3,1.0,Female,African-American,M,0
26,0,7,0,0,7,19.0,Male,African-American,F,0
25,0,2,0,0,0,1.0,Male,African-American,M,0
31,0,2,0,0,1,68.0,Male,African-American,M,0
25,0,5,0,0,2,1.0,Male,Caucasian,F,0
25,0,9,0,0,10,82.0,Male,African-American,F,1
24,0,4,0,0,1,0.0,Male,Caucasian,F,0
23,0,8,0,0,3,1.0,Male,Caucasian,M,1
36,0,5,0,0,1,1.0,Male,Hispanic,M,0
37,0,1,0,0,0,0.0,Male,Hispanic,M,0
67,0,1,0,0,2,176.0,Male,Hispanic,F,0
28,0,5,0,0,5,1.0,Male,African-American,M,1
21,0,8,0,0,2,1.0,Female,African-American,F,0
38,0,1,0,0,3,0.0,Female,African-American,F,1
29,0,2,0,0,4,1.0,Male,Other,F,1
65,0,1,0,0,1,1.0,Female,Caucasian,M,1
29,0,3,0,0,1,1.0,Male,African-American,M,0
59,0,8,0,0,14,1.0,Male,African-American,F,1
55,0,1,0,0,0,1.0,Male,Caucasian,F,0
22,0,6,0,0,1,23.0,Female,Caucasian,F,0
31,0,7,0,0,9,1.0,Male,African-American,M,1
21,0,7,0,0,1,0.0,Male,African-American,F,0
21,0,9,0,0,1,1.0,Male,African-American,F,1
44,0,1,0,0,0,1.0,Male,African-American,F,0
36,0,2,0,0,8,1.0,Male,Other,M,0
20,1,8,0,0,1,123.0,Male,African-American,F,1
51,0,2,0,0,1,1.0,Male,Caucasian,M,1
43,0,9,0,0,15,1.0,Male,African-American,M,1
26,1,5,0,0,1,1637.0,Male,Hispanic,F,1
26,0,5,0,0,1,1.0,Female,African-American,F,0
27,0,5,0,0,1,1.0,Male,African-American,M,0
41,0,1,0,0,3,1.0,Male,Hispanic,F,0
37,0,1,0,0,0,1.0,Male,Other,M,0
26,0,7,0,0,4,0.0,Female,African-American,F,1
60,0,1,0,0,1,1.0,Male,Other,M,0
32,0,2,0,0,1,885.0,Male,African-American,M,0
28,0,7,0,0,10,1.0,Male,African-American,M,1
74,0,1,0,0,0,1.0,Female,Caucasian,M,0
45,0,7,0,0,8,1.0,Male,Hispanic,F,0
44,0,1,0,0,0,1.0,Male,Caucasian,M,1
26,0,6,0,0,0,2.0,Female,Caucasian,M,0
28,0,5,0,0,1,1.0,Male,Hispanic,F,0
45,0,7,0,0,3,6594.0,Female,African-American,F,0
37,0,9,0,0,22,61.0,Male,African-American,M,1
42,0,1,0,0,0,7.0,Male,Caucasian,F,0
53,0,10,0,0,4,490.0,Male,Hispanic,F,0
32,0,1,0,0,0,1.0,Male,Other,F,0
35,0,10,0,0,0,1.0,Male,Caucasian,M,1
29,0,3,0,0,0,1.0,Male,Caucasian,F,0
23,0,2,0,1,1,1.0,Male,Caucasian,M,0
30,0,2,0,0,0,1.0,Male,Caucasian,M,0
30,1,10,0,2,15,1.0,Male,African-American,F,1
30,0,1,0,0,1,1.0,Male,Other,F,0
26,0,2,0,0,0,1.0,Male,African-American,M,0
24,0,7,0,0,0,1.0,Male,African-American,M,0
20,0,8,0,1,0,1.0,Male,Other,F,1
47,0,4,0,0,4,1.0,Male,African-American,F,1
48,0,1,0,0,1,1.0,Male,Other,F,0
30,0,2,0,0,4,140.0,Male,Caucasian,F,0
22,0,4,0,0,2,23.0,Male,African-American,F,1
21,0,6,1,0,1,1.0,Female,African-American,F,1
35,0,3,0,0,2,3.0,Female,Caucasian,M,0
32,0,5,0,0,3,1.0,Male,Caucasian,F,0
29,0,6,0,0,6,21.0,Male,African-American,F,1
22,0,4,1,1,3,1.0,Male,Caucasian,M,1
30,0,5,0,0,3,1.0,Male,Hispanic,M,1
29,1,5,0,0,2,1.0,Male,African-American,F,0
26,0,4,0,0,2,60.0,Male,Caucasian,F,0
31,0,2,0,0,10,18.0,Male,Caucasian,F,1
33,0,5,0,0,3,1.0,Male,African-American,F,1
25,0,6,0,0,2,0.0,Male,African-American,M,0
29,0,10,0,0,7,0.0,Male,African-American,M,1
41,0,2,0,0,2,132.0,Male,Hispanic,F,0
23,0,10,0,0,4,1.0,Male,African-American,F,1
42,0,3,0,0,1,1.0,Male,Caucasian,M,1
37,0,6,0,0,0,5.0,Male,Caucasian,F,0
24,0,2,0,0,1,253.0,Male,Hispanic,F,1
27,0,4,0,0,0,0.0,Male,Caucasian,M,1
25,0,3,0,0,1,1.0,Female,African-American,M,1
61,0,2,0,0,9,298.0,Male,African-American,F,0
26,0,8,0,0,5,1.0,Male,African-American,F,1
27,0,7,0,0,6,0.0,Male,African-American,F,1
54,0,1,0,0,2,1.0,Male,Caucasian,M,0
29,0,2,0,0,1,0.0,Female,African-American,M,0
36,0,10,1,0,26,1.0,Male,Hispanic,F,1
32,0,10,0,0,13,1.0,Male,African-American,F,1
53,0,5,0,0,13,1.0,Male,African-American,M,0
39,0,2,0,0,1,1.0,Female,African-American,F,0
20,0,3,0,0,0,0.0,Male,African-American,F,0
33,0,8,0,0,14,1.0,Male,African-American,F,1
66,0,1,0,0,0,0.0,Male,Caucasian,M,1
32,0,7,0,0,7,1.0,Male,Hispanic,F,0
22,0,6,0,0,2,105.0,Male,African-American,M,1
30,0,9,0,0,2,1.0,Male,Caucasian,M,0
39,0,1,0,0,0,0.0,Male,Hispanic,F,0
26,0,2,0,0,0,1.0,Male,Caucasian,M,0
49,0,1,0,0,0,0.0,Female,African-American,F,0
38,0,4,0,0,11,268.0,Male,Caucasian,F,1
51,0,7,0,0,5,523.0,Male,African-American,M,0
44,0,1,0,0,1,1.0,Male,African-American,F,0
42,0,4,0,0,0,1.0,Male,Caucasian,F,0
31,0,5,0,0,1,1.0,Female,African-American,M,0
39,0,3,0,0,0,1.0,Male,Caucasian,F,0
33,0,7,0,0,7,1.0,Male,African-American,F,1
21,0,7,0,1,1,414.0,Male,African-American,F,1
41,0,3,0,0,6,1.0,Male,African-American,F,0
52,0,7,0,0,23,62.0,Female,Caucasian,F,1
41,0,6,0,0,6,1.0,Male,African-American,F,1
21,0,5,0,0,5,1.0,Male,African-American,M,1
33,0,4,0,0,2,0.0,Female,Caucasian,F,0
33,0,1,0,0,0,1.0,Male,Caucasian,F,1
22,0,10,0,0,0,1.0,Male,African-American,M,0
34,0,1,0,0,2,3853.0,Male,Other,M,0
41,0,1,0,0,1,1.0,Male,Caucasian,F,1
25,0,4,0,0,0,1.0,Female,Caucasian,F,1
45,0,1,0,0,0,1.0,Female,Hispanic,M,0
31,0,3,0,0,2,1.0,Female,Hispanic,F,1
38,0,4,0,0,5,1.0,Male,Caucasian,M,1
43,0,1,0,0,3,54.0,Male,Caucasian,M,1
38,0,10,0,0,7,1.0,Female,African-American,F,1
22,0,4,0,0,2,60.0,Female,African-American,F,0
25,0,4,0,0,0,1.0,Male,Other,F,0
29,0,8,0,0,29,1.0,Male,African-American,F,1
32,0,7,0,0,1,652.0,Male,African-American,M,0
40,0,9,0,0,15,1.0,Male,African-American,F,1
45,0,3,0,0,10,1.0,Male,African-American,F,1
47,4,10,0,0,22,0.0,Male,Native American,F,1
34,0,4,0,0,0,1.0,Male,Caucasian,F,0
29,0,5,0,0,4,1.0,Male,Other,M,1
32,0,5,0,0,6,1.0,Male,African-American,M,1
66,0,1,0,0,0,1.0,Male,Caucasian,M,0
51,0,1,0,0,0,1.0,Male,Caucasian,F,0
29,0,8,0,0,8,0.0,Male,African-American,F,1
21,0,4,0,0,0,1.0,Male,Other,F,0
33,0,1,0,0,0,1.0,Male,Hispanic,M,0
51,0,1,0,0,0,1.0,Male,Caucasian,M,0
24,0,9,0,0,1,60.0,Male,Caucasian,F,0
49,0,2,0,0,8,10.0,Female,Caucasian,F,0
21,0,6,0,0,0,0.0,Female,African-American,M,0
31,0,5,0,0,0,1.0,Female,African-American,F,1
46,0,1,0,0,0,1.0,Female,Caucasian,M,0
25,0,5,0,0,2,25.0,Female,Caucasian,F,1
30,0,4,0,0,2,1.0,Male,Caucasian,F,0
25,0,7,0,0,4,0.0,Female,African-American,F,1
39,0,2,0,0,1,1.0,Female,Caucasian,M,1
45,0,3,0,0,0,1.0,Male,Other,M,0
27,0,3,0,0,0,2.0,Female,African-American,F,1
39,0,6,0,0,4,3.0,Female,African-American,F,0
20,0,7,0,0,0,0.0,Male,African-American,F,1
31,1,8,0,0,5,1.0,Male,African-American,M,0
35,0,1,0,0,1,1.0,Male,African-American,M,0
21,0,9,0,0,1,1.0,Male,African-American,F,1
37,0,5,0,0,9,1.0,Male,Hispanic,F,0
48,0,1,0,0,1,1.0,Male,Hispanic,M,0
43,0,6,0,0,9,1.0,Male,African-American,F,1
24,0,3,0,0,1,8.0,Female,Caucasian,F,0
27,0,4,0,1,2,0.0,Male,Caucasian,M,1
27,0,10,0,0,11,1.0,Male,African-American,M,1
64,0,1,0,0,0,1.0,Female,Caucasian,M,0
37,0,4,0,0,1,140.0,Male,African-American,F,0
49,0,1,0,0,3,1.0,Male,Caucasian,F,0
31,0,1,0,0,2,1.0,Male,Caucasian,M,1
25,0,5,0,0,2,1.0,Male,African-American,F,1
46,0,1,0,0,1,1.0,Male,Caucasian,F,0
33,0,2,0,0,1,1.0,Male,Caucasian,F,0
32,0,5,0,0,0,0.0,Male,Caucasian,F,0
67,0,1,0,0,0,1.0,Male,Caucasian,M,0
51,0,1,0,0,2,1.0,Male,Other,F,0
69,0,5,0,0,22,1.0,Male,African-American,M,0
40,0,4,0,0,2,1.0,Male,African-American,F,0
26,0,5,0,0,0,2.0,Male,Caucasian,M,0
27,0,10,0,0,0,1.0,Male,Caucasian,F,1
25,0,10,0,0,4,1.0,Male,African-American,F,1
21,0,6,0,0,0,1.0,Male,African-American,F,1
58,0,1,0,0,1,11.0,Male,Hispanic,F,0
48,0,6,0,3,18,84.0,Female,African-American,F,1
33,0,7,0,0,3,71.0,Male,Caucasian,F,1
50,0,2,0,0,1,137.0,Male,Caucasian,F,0
29,0,9,0,0,1,1.0,Male,African-American,F,0
31,0,7,1,0,19,1.0,Male,Hispanic,F,1
43,0,4,0,0,0,1.0,Male,Caucasian,M,0
26,1,6,0,0,2,1.0,Male,Caucasian,F,0
25,0,9,0,1,5,1.0,Male,African-American,F,1
29,0,8,2,0,12,1.0,Male,African-American,F,1
30,0,8,0,0,5,1.0,Male,Caucasian,F,1
26,0,1,0,0,0,1.0,Male,Hispanic,M,1
28,1,5,0,0,12,1.0,Male,African-American,F,0
29,0,1,0,0,0,1.0,Male,Caucasian,M,0
38,0,7,0,0,15,1.0,Male,African-American,F,0
52,0,3,0,0,3,233.0,Female,African-American,M,0
24,5,8,0,0,5,1.0,Male,African-American,F,1
38,0,6,0,0,7,1.0,Male,African-American,M,0
21,0,6,0,0,1,86.0,Female,Caucasian,F,0
38,0,4,0,0,5,1.0,Male,Caucasian,F,0
27,0,6,0,1,3,1.0,Female,African-American,F,1
27,0,2,0,0,1,1.0,Male,African-American,F,0
29,0,7,0,0,1,1.0,Female,Caucasian,F,1
26,0,3,0,0,1,1.0,Male,Caucasian,F,0
25,0,10,1,0,7,1.0,Male,African-American,F,1
26,0,4,0,0,2,1.0,Male,African-American,F,1
21,0,6,0,0,0,1.0,Male,African-American,M,1
35,0,3,0,0,0,1.0,Male,Caucasian,F,1
23,0,7,2,1,3,1.0,Male,African-American,M,1
41,0,1,0,0,0,0.0,Male,Caucasian,M,0
57,0,7,0,0,20,0.0,Male,African-American,F,1
29,0,4,0,1,2,1.0,Male,African-American,M,0
41,0,5,0,0,5,1006.0,Male,African-American,M,0
41,0,1,0,0,1,1364.0,Male,Hispanic,M,0
40,0,4,0,0,4,1.0,Female,Caucasian,F,0
25,0,4,0,0,2,1.0,Male,African-American,F,1
27,0,7,0,0,3,1.0,Male,African-American,M,1
46,0,7,0,0,2,1895.0,Male,African-American,M,0
25,0,3,0,0,0,0.0,Male,African-American,F,0
24,0,9,5,0,12,0.0,Male,African-American,M,1
66,0,1,0,0,0,1.0,Male,Caucasian,M,0
26,0,10,1,1,9,1.0,Male,African-American,M,1
31,0,1,0,0,0,1.0,Male,Caucasian,F,0
47,0,2,0,0,3,1.0,Male,Other,M,0
31,0,8,0,0,6,1.0,Male,African-American,F,1
23,0,5,2,0,3,0.0,Male,Caucasian,F,1
39,0,4,0,0,0,2.0,Male,Caucasian,F,0
57,0,4,0,0,0,1.0,Female,Caucasian,M,0
23,0,5,0,0,0,1.0,Female,African-American,F,1
23,0,9,0,0,4,1.0,Female,Caucasian,M,1
22,0,6,0,1,3,1.0,Male,African-American,F,1
44,0,5,0,0,7,49.0,Male,African-American,F,1
37,0,5,0,0,4,1.0,Female,African-American,M,0
45,0,1,0,0,0,1.0,Male,Hispanic,F,0
25,0,7,0,0,5,4.0,Male,Caucasian,F,1
30,0,1,0,0,0,1.0,Male,Caucasian,F,0
22,0,3,0,0,1,1.0,Male,African-American,F,1
30,0,7,0,0,2,1.0,Female,African-American,F,0
55,0,9,0,0,33,1.0,Male,Caucasian,F,1
32,0,4,0,0,1,1.0,Male,African-American,M,1
27,0,10,0,0,2,1.0,Male,African-American,F,1
22,0,6,0,0,0,1.0,Male,Caucasian,M,0
35,0,6,0,0,18,104.0,Male,African-American,F,1
35,0,4,0,0,1,0.0,Male,African-American,M,0
56,0,1,0,0,0,2.0,Male,African-American,F,0
28,0,3,0,0,2,597.0,Female,Hispanic,F,0
25,0,10,0,2,4,4.0,Male,Caucasian,M,0
22,0,8,0,1,1,1.0,Female,Caucasian,M,0
25,0,2,0,0,0,1.0,Male,Hispanic,F,1
32,0,7,0,0,5,1.0,Female,African-American,F,0
48,0,1,0,0,1,9485.0,Female,African-American,F,0
25,0,8,0,0,2,96.0,Male,African-American,F,0
41,0,9,1,0,9,733.0,Male,African-American,M,0
41,0,1,0,0,0,1.0,Male,Caucasian,F,0
34,0,2,0,0,4,1.0,Male,African-American,M,0
30,0,4,0,0,0,1.0,Male,African-American,F,0
49,0,5,0,0,12,24.0,Male,Caucasian,M,0
24,0,3,0,1,2,0.0,Male,African-American,F,1
24,0,7,0,0,1,1.0,Male,African-American,M,0
21,0,7,0,0,0,1.0,Male,Caucasian,M,0
26,0,9,0,0,2,1.0,Male,Caucasian,F,1
43,0,5,0,0,11,56.0,Male,Caucasian,F,1
31,3,10,0,0,16,1.0,Male,African-American,F,1
49,0,2,0,0,8,24.0,Male,Caucasian,F,0
29,0,7,0,0,0,0.0,Male,African-American,F,1
53,0,5,0,0,1,1.0,Male,Caucasian,M,0
25,0,5,0,0,0,0.0,Female,Caucasian,F,0
35,0,3,0,0,5,1.0,Male,African-American,F,0
49,0,1,0,0,2,1.0,Male,Caucasian,M,0
25,0,2,0,0,2,1.0,Male,African-American,M,1
62,0,1,0,0,2,43.0,Female,Caucasian,F,1
24,0,1,0,0,0,0.0,Male,Hispanic,F,1
34,2,7,1,0,5,3279.0,Male,African-American,M,0
27,0,6,0,0,2,1.0,Female,African-American,F,1
52,0,1,0,0,0,1.0,Male,Hispanic,M,1
33,0,3,0,0,1,93.0,Male,Caucasian,M,1
56,0,1,0,0,0,3.0,Male,Caucasian,M,1
22,0,7,0,0,1,1.0,Male,Hispanic,M,1
83,0,1,0,0,4,1423.0,Male,Caucasian,F,0
29,0,5,0,0,0,1.0,Male,African-American,F,0
41,0,1,0,0,1,4.0,Male,Hispanic,M,0
41,0,2,0,0,0,1.0,Male,Caucasian,F,1
37,0,1,0,0,1,1.0,Male,Caucasian,M,1
28,0,2,0,0,0,1.0,Male,African-American,M,1
25,0,2,0,0,0,1.0,Male,African-American,M,0
51,0,7,0,0,3,1.0,Male,African-American,F,0
38,0,4,0,0,0,1.0,Female,Caucasian,F,1
26,0,4,0,0,0,1.0,Female,African-American,F,0
